run_id,platform_id,workload,scenario,run_kind,fold,behavioral_classification_included,true_label,predicted_alert,run_score_peak,run_score_median,run_score_p95,false_alert_episodes,benign_hours,detection_delay_seconds,warning_episodes,full_tier_fraction,telemetry_fault_case,telemetry_fault_identified,locked_test_accessed
epyc_linux__browser__v2_independent_confirmation__f0,EPYC_LINUX,BROWSER,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9344101790017251,0.2626517267037986,0.6264346691822541,0,1.05,,0,0.0,False,,False
epyc_linux__browser__v2_independent_confirmation__f1,EPYC_LINUX,BROWSER,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9385972727332198,0.3215902683816439,0.8028696216944617,0,1.05,,0,0.0,False,,False
epyc_linux__py_ai__atomic__r01,EPYC_LINUX,PY_AI,ATOMIC,required_matrix,0,True,1.0,1,0.8916480860501972,0.5473788643643792,0.7965349440445177,0,0.0,357.4981276569888,1,0.041666666666666664,False,,False
epyc_linux__py_ai__atomic__r02,EPYC_LINUX,PY_AI,ATOMIC,required_matrix,1,True,1.0,1,0.9875415364924294,0.9282078185866924,0.9681277464622332,0,0.0,217.49814974190667,1,0.041666666666666664,False,,False
epyc_linux__py_ai__branch__r01,EPYC_LINUX,PY_AI,BRANCH,required_matrix,0,True,1.0,1,0.9585357062529855,0.8225836552360921,0.9142411543664422,0,0.0,197.49802675680257,1,0.041666666666666664,False,,False
epyc_linux__py_ai__branch__r02,EPYC_LINUX,PY_AI,BRANCH,required_matrix,1,True,1.0,1,0.9904792605150692,0.9398447773701978,0.9781720956955392,0,0.0,197.4981709108688,1,0.041666666666666664,False,,False
epyc_linux__py_ai__cache__r01,EPYC_LINUX,PY_AI,CACHE,required_matrix,0,True,1.0,1,0.9932092034038802,0.8435458871263872,0.9892690201291372,0,0.0,187.49809888517484,1,0.041666666666666664,False,,False
epyc_linux__py_ai__cache__r02,EPYC_LINUX,PY_AI,CACHE,required_matrix,1,True,1.0,1,0.980877181658632,0.87362468319982,0.9617503339512793,0,0.0,307.49800310702994,1,0.041666666666666664,False,,False
epyc_linux__py_ai__controlled_crash__r01,EPYC_LINUX,PY_AI,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.906156942620793,0.4375252093432606,0.7674319933296251,0,0.0,,0,0.0,False,,False
epyc_linux__py_ai__controlled_crash__r02,EPYC_LINUX,PY_AI,CONTROLLED_CRASH,required_matrix,1,True,1.0,0,0.9814265505474687,0.7015148106351234,0.9319882055073034,0,0.0,,0,0.0,False,,False
epyc_linux__py_ai__degradation_proxy__r01,EPYC_LINUX,PY_AI,DEGRADATION_PROXY,targeted_extension,0,True,1.0,1,0.9873597626302505,0.6651107682265338,0.9040514041711554,0,0.0,337.4980971259065,1,0.041666666666666664,False,,False
epyc_linux__py_ai__degradation_proxy__r02,EPYC_LINUX,PY_AI,DEGRADATION_PROXY,targeted_extension,1,True,1.0,0,0.8062329739569644,0.24433711648767076,0.5439043683721192,0,0.0,,0,0.0,False,,False
epyc_linux__py_ai__development_benign_supplement__f0,EPYC_LINUX,PY_AI,NOMINAL,development_benign_supplement,0,True,0.0,0,0.8619613613154015,0.14463550112424767,0.4800194828150118,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__py_ai__development_benign_supplement__f1,EPYC_LINUX,PY_AI,NOMINAL,development_benign_supplement,1,True,0.0,0,0.9340439667924375,0.304076292145357,0.5720530698106217,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__py_ai__long_benign__s01,EPYC_LINUX,PY_AI,NOMINAL,long_benign,1,True,0.0,0,0.9406185516182768,0.1895929996118545,0.8015696303086418,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__py_ai__membw__r01,EPYC_LINUX,PY_AI,MEMBW,required_matrix,0,True,1.0,1,0.9521351390436242,0.7712659357356367,0.9213275946898323,0,0.0,177.49842630303465,1,0.041666666666666664,False,,False
epyc_linux__py_ai__membw__r02,EPYC_LINUX,PY_AI,MEMBW,required_matrix,1,True,1.0,1,0.9926180664204399,0.7979783278775496,0.9478282982616384,0,0.0,487.4982703621499,1,0.041666666666666664,False,,False
epyc_linux__py_ai__nominal__r02,EPYC_LINUX,PY_AI,NOMINAL,required_matrix,0,True,0.0,0,0.5127458212297028,0.25484089153792777,0.42250156939261524,0,0.16666666666666666,,0,0.0,False,,False
epyc_linux__py_ai__power_shift__r01,EPYC_LINUX,PY_AI,POWER_SHIFT,targeted_extension,0,True,1.0,1,0.8541142397743712,0.6315281749007621,0.8127227719992588,0,0.0,287.49810058483854,1,0.041666666666666664,False,,False
epyc_linux__py_ai__power_shift__r02,EPYC_LINUX,PY_AI,POWER_SHIFT,targeted_extension,1,True,1.0,0,0.9425701490548205,0.3671911363078909,0.6917522566767373,0,0.0,,0,0.0,False,,False
epyc_linux__py_ai__telemetry_interruption__r01,EPYC_LINUX,PY_AI,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__py_ai__telemetry_interruption__r02,EPYC_LINUX,PY_AI,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__py_ai__thermal_shift__r01,EPYC_LINUX,PY_AI,THERMAL_SHIFT,targeted_extension,0,True,1.0,1,0.9958407625842526,0.8337921396987769,0.9913109247513959,0,0.0,207.49820415396243,1,0.041666666666666664,False,,False
epyc_linux__py_ai__thermal_shift__r02,EPYC_LINUX,PY_AI,THERMAL_SHIFT,targeted_extension,1,True,1.0,0,0.9640180094170464,0.4440697461217294,0.791383198352412,0,0.0,,0,0.0,False,,False
epyc_linux__py_ai__tlb__r01,EPYC_LINUX,PY_AI,TLB,required_matrix,0,True,1.0,1,0.9577914667942918,0.8389116093635038,0.935559483466467,0,0.0,177.4982749640476,1,0.041666666666666664,False,,False
epyc_linux__py_ai__tlb__r02,EPYC_LINUX,PY_AI,TLB,required_matrix,1,True,1.0,1,0.9581645590050133,0.7159942915582173,0.8947519793644864,0,0.0,362.4984388400335,1,0.041666666666666664,False,,False
epyc_linux__py_ai__v2_independent_confirmation__f0,EPYC_LINUX,PY_AI,NOMINAL,v2_failed_confirmation_development,0,True,0.0,1,0.9853277843693298,0.5945409806742317,0.8806656111102968,1,1.05,,1,0.007692307692307693,False,,False
epyc_linux__py_ai__v2_independent_confirmation__f1,EPYC_LINUX,PY_AI,NOMINAL,v2_failed_confirmation_development,1,True,0.0,1,0.9975175186682529,0.7455910890818341,0.977901888968942,1,1.05,,1,0.007692307692307693,False,,False
epyc_linux__py_stats__atomic__r01,EPYC_LINUX,PY_STATS,ATOMIC,required_matrix,0,True,1.0,0,0.975030245415276,0.5003298122545896,0.8198784320276753,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__atomic__r02,EPYC_LINUX,PY_STATS,ATOMIC,required_matrix,1,True,1.0,1,0.9558794774449726,0.6839902169303601,0.8961099464119093,0,0.0,367.49812312284485,1,0.041666666666666664,False,,False
epyc_linux__py_stats__branch__r01,EPYC_LINUX,PY_STATS,BRANCH,required_matrix,0,True,1.0,0,0.9684660742142847,0.661876569587913,0.9113750642351991,0,0.0,,1,0.006944444444444444,False,,False
epyc_linux__py_stats__branch__r02,EPYC_LINUX,PY_STATS,BRANCH,required_matrix,1,True,1.0,1,0.9907885261488302,0.6703403259573268,0.9255943298690471,0,0.0,547.4980890080333,1,0.041666666666666664,False,,False
epyc_linux__py_stats__cache__r01,EPYC_LINUX,PY_STATS,CACHE,required_matrix,0,True,1.0,0,0.9361359246370996,0.34985369353662754,0.8210016807888504,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__cache__r02,EPYC_LINUX,PY_STATS,CACHE,required_matrix,1,True,1.0,0,0.884067378315497,0.6782743170698156,0.8378812820415219,0,0.0,,1,0.041666666666666664,False,,False
epyc_linux__py_stats__controlled_crash__r01,EPYC_LINUX,PY_STATS,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.7358169928510867,0.2690069121339168,0.573358264624093,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__controlled_crash__r02,EPYC_LINUX,PY_STATS,CONTROLLED_CRASH,required_matrix,1,True,1.0,0,0.8544474264385136,0.5338380497340636,0.7657328755095734,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__degradation_proxy__r01,EPYC_LINUX,PY_STATS,DEGRADATION_PROXY,targeted_extension,0,True,1.0,1,0.9280567036199978,0.7060824667939556,0.8674832137158328,0,0.0,337.4985051981639,1,0.041666666666666664,False,,False
epyc_linux__py_stats__degradation_proxy__r02,EPYC_LINUX,PY_STATS,DEGRADATION_PROXY,targeted_extension,1,True,1.0,0,0.9265842594013818,0.5767697385741344,0.8340502103842674,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__development_benign_supplement__f0,EPYC_LINUX,PY_STATS,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9915830949103162,0.07097687613558856,0.5975304508945405,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__py_stats__development_benign_supplement__f1,EPYC_LINUX,PY_STATS,NOMINAL,development_benign_supplement,1,True,0.0,0,0.9205067035428696,0.45557683101868474,0.7645295583178179,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__py_stats__long_benign__s01,EPYC_LINUX,PY_STATS,NOMINAL,long_benign,0,True,0.0,1,0.9658324405534079,0.5364446815059587,0.8042137482814365,1,0.7666666666666667,,1,0.010416666666666666,False,,False
epyc_linux__py_stats__membw__r01,EPYC_LINUX,PY_STATS,MEMBW,required_matrix,0,True,1.0,0,0.8918050873704133,0.5950449530993145,0.7931768884125697,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__membw__r02,EPYC_LINUX,PY_STATS,MEMBW,required_matrix,1,True,1.0,1,0.944489942999178,0.7644090477329741,0.8980568121391157,0,0.0,312.4969390560873,1,0.041666666666666664,False,,False
epyc_linux__py_stats__nominal__r02,EPYC_LINUX,PY_STATS,NOMINAL,required_matrix,1,True,0.0,0,0.976473163046301,0.46284995388331407,0.8147781293445356,0,0.16666666666666666,,0,0.0,False,,False
epyc_linux__py_stats__power_shift__r01,EPYC_LINUX,PY_STATS,POWER_SHIFT,targeted_extension,0,True,1.0,0,0.9573880579961046,0.7973036088115517,0.9242683409714623,0,0.0,,1,0.041666666666666664,False,,False
epyc_linux__py_stats__power_shift__r02,EPYC_LINUX,PY_STATS,POWER_SHIFT,targeted_extension,1,True,1.0,1,0.8863982982756122,0.6021571210051009,0.8401804975393357,0,0.0,517.4983102658298,1,0.041666666666666664,False,,False
epyc_linux__py_stats__telemetry_interruption__r01,EPYC_LINUX,PY_STATS,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__py_stats__telemetry_interruption__r02,EPYC_LINUX,PY_STATS,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__py_stats__thermal_shift__r01,EPYC_LINUX,PY_STATS,THERMAL_SHIFT,targeted_extension,0,True,1.0,1,0.9577628192406719,0.72609936302823,0.8810320978434493,0,0.0,552.4980560941622,1,0.041666666666666664,False,,False
epyc_linux__py_stats__thermal_shift__r02,EPYC_LINUX,PY_STATS,THERMAL_SHIFT,targeted_extension,1,True,1.0,1,0.8747395456364476,0.6847888243578966,0.8460163518689721,0,0.0,567.4980721750762,1,0.041666666666666664,False,,False
epyc_linux__py_stats__tlb__r01,EPYC_LINUX,PY_STATS,TLB,required_matrix,0,True,1.0,1,0.9133396247934629,0.6615213524786265,0.8356033658767564,0,0.0,477.49852944607846,1,0.041666666666666664,False,,False
epyc_linux__py_stats__tlb__r02,EPYC_LINUX,PY_STATS,TLB,required_matrix,1,True,1.0,0,0.9013010662943984,0.6028311297216757,0.7937024549106766,0,0.0,,0,0.0,False,,False
epyc_linux__py_stats__v2_independent_confirmation__f0,EPYC_LINUX,PY_STATS,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9684637634138843,0.12138588264016906,0.7230988249296265,0,1.05,,0,0.0,False,,False
epyc_linux__py_stats__v2_independent_confirmation__f1,EPYC_LINUX,PY_STATS,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9640755462783823,0.6727063907841457,0.8555443238132404,0,1.05,,1,0.007692307692307693,False,,False
epyc_linux__video_sw__atomic__r01,EPYC_LINUX,VIDEO_SW,ATOMIC,required_matrix,0,True,1.0,0,0.9879864957654921,0.7157041075831749,0.9108178134790788,0,0.0,,1,0.041666666666666664,False,,False
epyc_linux__video_sw__atomic__r02,EPYC_LINUX,VIDEO_SW,ATOMIC,required_matrix,1,True,1.0,1,0.9989643468787718,0.9494701499832696,0.9961673561605198,0,0.0,197.49808228900656,1,0.041666666666666664,False,,False
epyc_linux__video_sw__branch__r01,EPYC_LINUX,VIDEO_SW,BRANCH,required_matrix,0,True,1.0,1,0.9761094657747326,0.6842988562037251,0.8806369418688772,0,0.0,317.49704290600494,1,0.041666666666666664,False,,False
epyc_linux__video_sw__branch__r02,EPYC_LINUX,VIDEO_SW,BRANCH,required_matrix,1,True,1.0,0,0.875489830074863,0.5417544720524159,0.8018712200514604,0,0.0,,0,0.0,False,,False
epyc_linux__video_sw__cache__r01,EPYC_LINUX,VIDEO_SW,CACHE,required_matrix,0,True,1.0,1,0.9833871088604086,0.6109071951361953,0.8690559427384037,0,0.0,392.4970478368923,1,0.041666666666666664,False,,False
epyc_linux__video_sw__cache__r02,EPYC_LINUX,VIDEO_SW,CACHE,required_matrix,1,True,1.0,0,0.8712145686345805,0.4765215888836905,0.7864721446066211,0,0.0,,0,0.0,False,,False
epyc_linux__video_sw__controlled_crash__r01,EPYC_LINUX,VIDEO_SW,CONTROLLED_CRASH,required_matrix,0,True,1.0,1,0.9456365883589435,0.6985738422886485,0.8981971168755544,0,0.0,287.49230541009456,1,0.041666666666666664,False,,False
epyc_linux__video_sw__controlled_crash__r02,EPYC_LINUX,VIDEO_SW,CONTROLLED_CRASH,required_matrix,1,True,1.0,1,0.9709684786337653,0.8038833598929623,0.947043612941567,0,0.0,287.4922937620431,1,0.041666666666666664,False,,False
epyc_linux__video_sw__development_benign_supplement__f0,EPYC_LINUX,VIDEO_SW,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9323718622674535,0.2230623404221475,0.6605092016527441,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__video_sw__development_benign_supplement__f1,EPYC_LINUX,VIDEO_SW,NOMINAL,development_benign_supplement,1,True,0.0,0,0.9634846823424023,0.23026027788477527,0.6302588703518404,0,0.7666666666666667,,0,0.0,False,,False
epyc_linux__video_sw__long_benign__s01,EPYC_LINUX,VIDEO_SW,NOMINAL,long_benign,1,True,0.0,1,0.9890866229961609,0.8173979872273305,0.9690362494382614,1,0.7666666666666667,,1,0.010416666666666666,False,,False
epyc_linux__video_sw__membw__r01,EPYC_LINUX,VIDEO_SW,MEMBW,required_matrix,0,True,1.0,1,0.9608691159028108,0.6573990648128756,0.8531698395824034,0,0.0,397.49820311996154,1,0.041666666666666664,False,,False
epyc_linux__video_sw__membw__r02,EPYC_LINUX,VIDEO_SW,MEMBW,required_matrix,1,True,1.0,0,0.947992206275106,0.5851562468738052,0.9165260175868599,0,0.0,,0,0.0,False,,False
epyc_linux__video_sw__nominal__r02,EPYC_LINUX,VIDEO_SW,NOMINAL,required_matrix,0,True,0.0,0,0.9441089895054466,0.4140225313804693,0.8041224260129946,0,0.16666666666666666,,0,0.0,False,,False
epyc_linux__video_sw__telemetry_interruption__r01,EPYC_LINUX,VIDEO_SW,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__video_sw__telemetry_interruption__r02,EPYC_LINUX,VIDEO_SW,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
epyc_linux__video_sw__tlb__r01,EPYC_LINUX,VIDEO_SW,TLB,required_matrix,0,True,1.0,1,0.9543967270050527,0.7141716246510889,0.9117605167424296,0,0.0,347.49704430485144,1,0.041666666666666664,False,,False
epyc_linux__video_sw__tlb__r02,EPYC_LINUX,VIDEO_SW,TLB,required_matrix,1,True,1.0,1,0.9767958777569009,0.7167698114826211,0.9428879226181407,0,0.0,497.4970031140838,1,0.041666666666666664,False,,False
epyc_linux__video_sw__v2_independent_confirmation__f0,EPYC_LINUX,VIDEO_SW,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9604104427683741,0.25896256760305425,0.7869456728867265,0,1.05,,0,0.0,False,,False
epyc_linux__video_sw__v2_independent_confirmation__f1,EPYC_LINUX,VIDEO_SW,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9543769762764627,0.22382157966650068,0.6248373866369185,0,1.05,,0,0.0,False,,False
m2_macos__browser__atomic__r01,M2_MACOS,BROWSER,ATOMIC,required_matrix,0,True,1.0,1,0.9527250203512755,0.7279476446526291,0.9062381001315527,0,0.0,387.48707874992397,1,0.041666666666666664,False,,False
m2_macos__browser__atomic__r02,M2_MACOS,BROWSER,ATOMIC,required_matrix,1,True,1.0,1,0.943863870319719,0.606976966546193,0.8811591636117163,0,0.0,497.48699837503955,1,0.041666666666666664,False,,False
m2_macos__browser__branch__r01,M2_MACOS,BROWSER,BRANCH,required_matrix,0,True,1.0,0,0.9671545039108241,0.6435994783669197,0.9055933897576466,0,0.0,,0,0.0,False,,False
m2_macos__browser__branch__r02,M2_MACOS,BROWSER,BRANCH,required_matrix,1,True,1.0,0,0.9407927247305234,0.45102628036239223,0.8087545051962938,0,0.0,,0,0.0,False,,False
m2_macos__browser__cache__r01,M2_MACOS,BROWSER,CACHE,required_matrix,0,True,1.0,1,0.9778637071468513,0.8415953105621954,0.9612526906904696,0,0.0,187.4873366249958,1,0.041666666666666664,False,,False
m2_macos__browser__cache__r02,M2_MACOS,BROWSER,CACHE,required_matrix,1,True,1.0,1,0.9914947269037637,0.8278551921290888,0.9700209648929937,0,0.0,222.4870812080335,1,0.041666666666666664,False,,False
m2_macos__browser__controlled_crash__r01,M2_MACOS,BROWSER,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.6997744411178346,0.3689225449104163,0.6282653233925672,0,0.0,,0,0.0,False,,False
m2_macos__browser__controlled_crash__r02,M2_MACOS,BROWSER,CONTROLLED_CRASH,required_matrix,1,True,1.0,0,0.8552737833809287,0.12467551578682894,0.4022824021859043,0,0.0,,0,0.0,False,,False
m2_macos__browser__development_benign_supplement__f0,M2_MACOS,BROWSER,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9306059114335873,0.33840425072206193,0.7082281986355012,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__browser__development_benign_supplement__f1,M2_MACOS,BROWSER,NOMINAL,development_benign_supplement,1,True,0.0,0,0.8765295728626742,0.12322870497506612,0.5054790571923469,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__browser__long_benign__s01,M2_MACOS,BROWSER,NOMINAL,long_benign,0,True,0.0,0,0.9580394061004202,0.24231102132300975,0.750917779720396,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__browser__membw__r01,M2_MACOS,BROWSER,MEMBW,required_matrix,0,True,1.0,1,0.95454665478645,0.7689490653059693,0.9146585327588238,0,0.0,252.48722666699905,1,0.041666666666666664,False,,False
m2_macos__browser__membw__r02,M2_MACOS,BROWSER,MEMBW,required_matrix,1,True,1.0,0,0.9582946868066347,0.7952877775921906,0.9340388646102811,0,0.0,,1,0.041666666666666664,False,,False
m2_macos__browser__nominal__r02,M2_MACOS,BROWSER,NOMINAL,required_matrix,1,True,0.0,0,0.7234871265709153,0.24995824149905443,0.5318762153186947,0,0.16666666666666666,,0,0.0,False,,False
m2_macos__browser__telemetry_interruption__r01,M2_MACOS,BROWSER,TELEMETRY_INTERRUPTION,required_matrix,0,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__browser__telemetry_interruption__r02,M2_MACOS,BROWSER,TELEMETRY_INTERRUPTION,required_matrix,1,False,,0,,,,0,0.0,,0,0.0,True,True,False
m2_macos__browser__tlb__r01,M2_MACOS,BROWSER,TLB,required_matrix,0,True,1.0,1,0.9671354907691111,0.787205735776331,0.9358612781568089,0,0.0,267.4850407500053,1,0.041666666666666664,False,,False
m2_macos__browser__tlb__r02,M2_MACOS,BROWSER,TLB,required_matrix,1,True,1.0,1,0.9887392630665275,0.6241967782750277,0.9768671842140866,0,0.0,347.49186216597445,1,0.041666666666666664,False,,False
m2_macos__browser__v2_independent_confirmation__f0,M2_MACOS,BROWSER,NOMINAL,v2_failed_confirmation_development,0,True,0.0,0,0.9885058164568585,0.5349318808772594,0.8426425949221973,0,1.05,,1,0.007692307692307693,False,,False
m2_macos__browser__v2_independent_confirmation__f1,M2_MACOS,BROWSER,NOMINAL,v2_failed_confirmation_development,1,True,0.0,0,0.9214867779870937,0.1478528537925827,0.6253255759949998,0,1.05,,0,0.0,False,,False
m2_macos__py_ai__atomic__r01,M2_MACOS,PY_AI,ATOMIC,required_matrix,0,True,1.0,0,0.6599015992533445,0.16800829822715482,0.5048828449131113,0,0.0,,0,0.0,False,,False
m2_macos__py_ai__atomic__r02,M2_MACOS,PY_AI,ATOMIC,required_matrix,1,True,1.0,1,0.971810912507535,0.6973034049101912,0.9160693551565234,0,0.0,327.4860101249069,1,0.041666666666666664,False,,False
m2_macos__py_ai__branch__r01,M2_MACOS,PY_AI,BRANCH,required_matrix,0,True,1.0,1,0.9952575970364373,0.8673557127837197,0.9790592601595757,0,0.0,187.48701437492855,1,0.041666666666666664,False,,False
m2_macos__py_ai__branch__r02,M2_MACOS,PY_AI,BRANCH,required_matrix,1,True,1.0,1,0.9584592680132085,0.7479134125951246,0.9265349241871743,0,0.0,232.48623116698582,1,0.041666666666666664,False,,False
m2_macos__py_ai__cache__r01,M2_MACOS,PY_AI,CACHE,required_matrix,0,True,1.0,0,0.995965836398094,0.6973090916602248,0.9596792004409344,0,0.0,,0,0.0,False,,False
m2_macos__py_ai__cache__r02,M2_MACOS,PY_AI,CACHE,required_matrix,1,True,1.0,1,0.9931770044986756,0.8676452343146398,0.9831795752978665,0,0.0,187.49500075005926,1,0.041666666666666664,False,,False
m2_macos__py_ai__controlled_crash__r01,M2_MACOS,PY_AI,CONTROLLED_CRASH,required_matrix,0,True,1.0,0,0.9285178245127297,0.22685812051398685,0.6156340473136205,0,0.0,,0,0.0,False,,False
m2_macos__py_ai__controlled_crash__r02,M2_MACOS,PY_AI,CONTROLLED_CRASH,required_matrix,1,True,1.0,1,0.9695794714691074,0.7453043341875716,0.9338974282894346,0,0.0,387.4792989169946,1,0.041666666666666664,False,,False
m2_macos__py_ai__degradation_proxy__r01,M2_MACOS,PY_AI,DEGRADATION_PROXY,targeted_extension,0,True,1.0,1,0.994930360837024,0.914484179856783,0.9876280069062034,0,0.0,247.49348770896904,1,0.041666666666666664,False,,False
m2_macos__py_ai__degradation_proxy__r02,M2_MACOS,PY_AI,DEGRADATION_PROXY,targeted_extension,1,True,1.0,0,0.9464573708438849,0.40852119904470324,0.8321747432398808,0,0.0,,0,0.0,False,,False
m2_macos__py_ai__development_benign_supplement__f0,M2_MACOS,PY_AI,NOMINAL,development_benign_supplement,0,True,0.0,0,0.9793562747667558,0.22559794956147694,0.7452518623458518,0,0.7666666666666667,,0,0.0,False,,False
m2_macos__py_ai__development_benign_supplement__f1,M2_MACOS,PY_AI,NOMINAL,development_benign_supplement,1,True,0.0,1,0.9797016324166786,0.5590720862659351,0.910557244023658,1,0.7666666666666667,,1,0.010416666666666666,False,,False
